date,movement percent,stock_symbol,market_binary
2015-08-27,0.056338,BHP,1.0
2015-08-26,0.035237,BHP,1.0
2015-08-25,0.022996,BHP,1.0
2015-08-24,-0.072088,BHP,0.0
2015-08-21,-0.033175,BHP,0.0
2015-08-20,-0.006096,BHP,0.0
2015-08-19,-0.017157,BHP,0.0
2015-08-18,-0.012372,BHP,0.0
2015-08-17,-0.018479,BHP,0.0
2015-08-13,-0.011271,BHP,0.0
2015-08-12,0.008726,BHP,1.0
2015-08-11,-0.047835,BHP,0.0
2015-08-10,0.02795,BHP,1.0
2015-08-07,-0.007194,BHP,0.0
2015-08-05,0.016423,BHP,1.0
2015-08-04,0.028694,BHP,1.0
2015-08-03,-0.028147,BHP,0.0
2015-07-31,0.006294,BHP,1.0
2015-07-29,0.023517,BHP,1.0
2015-07-28,0.030286,BHP,1.0
2015-07-24,-0.016793,BHP,0.0
2015-07-23,-0.02069,BHP,0.0
2015-07-22,-0.049899,BHP,0.0
2015-07-21,0.014056,BHP,1.0
2015-07-20,-0.010869,BHP,0.0
2015-07-17,-0.006779,BHP,0.0
2015-07-16,0.013744,BHP,1.0
2015-07-15,-0.016521,BHP,0.0
2015-07-14,-0.013824,BHP,0.0
2015-07-13,0.026349,BHP,1.0
2015-07-10,0.027865,BHP,1.0
2015-07-09,0.027012,BHP,1.0
2015-07-08,-0.040544,BHP,0.0
2015-07-07,-0.015661,BHP,0.0
2015-07-06,-0.041172,BHP,0.0
2015-07-02,0.019758,BHP,1.0
2015-07-01,-0.005404,BHP,0.0
2015-06-30,-0.024443,BHP,0.0
2015-06-29,-0.022488,BHP,0.0
2015-06-26,-0.014998,BHP,0.0
2015-06-25,-0.023654,BHP,0.0
2015-06-23,0.014786,BHP,1.0
2015-06-19,-0.010614,BHP,0.0
2015-06-18,0.016062,BHP,1.0
2015-06-17,0.011137,BHP,1.0
2015-06-15,-0.009469,BHP,0.0
2015-06-12,-0.005284,BHP,0.0
2015-06-10,0.031272,BHP,1.0
2015-06-09,-0.014476,BHP,0.0
2015-06-04,-0.029061,BHP,0.0
2015-06-03,-0.014432,BHP,0.0
2015-06-02,0.023404,BHP,1.0
2015-06-01,-0.013892,BHP,0.0
2015-05-28,-0.013938,BHP,0.0
2015-05-26,-0.015043,BHP,0.0
2015-05-22,-0.008859,BHP,0.0
2015-05-21,0.006306,BHP,1.0
2015-05-19,-0.049617,BHP,0.0
2015-05-18,-0.061688,BHP,0.0
2015-05-12,0.01468,BHP,1.0
2015-05-11,0.005709,BHP,1.0
2015-05-08,0.010543,BHP,1.0
2015-05-07,-0.022175,BHP,0.0
2015-05-06,-0.011916,BHP,0.0
2015-05-01,0.012283,BHP,1.0
2015-04-30,-0.011372,BHP,0.0
2015-04-29,-0.007461,BHP,0.0
2015-04-28,0.014361,BHP,1.0
2015-04-27,0.0096,BHP,1.0
2015-04-24,0.036977,BHP,1.0
2015-04-23,0.029707,BHP,1.0
2015-04-22,0.033514,BHP,1.0
2015-04-21,-0.0147,BHP,0.0
2015-04-20,0.010767,BHP,1.0
2015-04-17,-0.008116,BHP,0.0
2015-04-16,0.015398,BHP,1.0
2015-04-15,0.010741,BHP,1.0
2015-04-14,0.03918,BHP,1.0
2015-04-13,-0.041903,BHP,0.0
2015-04-09,-0.019046,BHP,0.0
2015-04-06,0.020852,BHP,1.0
2015-04-02,-0.011285,BHP,0.0
2015-04-01,-0.008393,BHP,0.0
2015-03-31,-0.015049,BHP,0.0
2015-03-27,-0.019771,BHP,0.0
2015-03-26,-0.010299,BHP,0.0
2015-03-25,-0.011,BHP,0.0
2015-03-24,-0.006476,BHP,0.0
2015-03-23,0.02809,BHP,1.0
2015-03-20,0.03133,BHP,1.0
2015-03-19,-0.013548,BHP,0.0
2015-03-18,0.023841,BHP,1.0
2015-03-17,0.020345,BHP,1.0
2015-03-16,0.015039,BHP,1.0
2015-03-13,-0.030468,BHP,0.0
2015-03-12,0.008118,BHP,1.0
2015-03-11,-0.013633,BHP,0.0
2015-03-10,-0.040251,BHP,0.0
2015-03-06,-0.031023,BHP,0.0
2015-03-05,-0.013367,BHP,0.0
2015-03-04,-0.007117,BHP,0.0
2015-03-03,-0.005927,BHP,0.0
2015-02-27,0.012726,BHP,1.0
2015-02-26,-0.01313,BHP,0.0
2015-02-24,0.055701,BHP,1.0
2015-02-23,-0.018423,BHP,0.0
2015-02-19,-0.011555,BHP,0.0
2015-02-13,0.048761,BHP,1.0
2015-02-12,0.018148,BHP,1.0
2015-02-11,-0.00848,BHP,0.0
2015-02-10,-0.017875,BHP,0.0
2015-02-09,0.019466,BHP,1.0
2015-02-06,-0.027,BHP,0.0
2015-02-05,0.0168,BHP,1.0
2015-02-04,-0.022823,BHP,0.0
2015-02-03,0.055802,BHP,1.0
2015-02-02,0.021153,BHP,1.0
2015-01-30,0.014008,BHP,1.0
2015-01-29,0.006388,BHP,1.0
2015-01-28,-0.009382,BHP,0.0
2015-01-26,0.011209,BHP,1.0
2015-01-23,-0.038258,BHP,0.0
2015-01-22,0.016545,BHP,1.0
2015-01-21,0.018827,BHP,1.0
2015-01-20,-0.00997,BHP,0.0
2015-01-16,0.031062,BHP,1.0
2015-01-15,0.01336,BHP,1.0
2015-01-14,-0.027527,BHP,0.0
2015-01-13,-0.010244,BHP,0.0
2015-01-12,-0.022374,BHP,0.0
2015-01-08,0.015003,BHP,1.0
2015-01-07,0.009438,BHP,1.0
2015-01-06,-0.006325,BHP,0.0
2015-01-05,-0.035549,BHP,0.0
2014-12-31,-0.01087,BHP,0.0
2014-12-30,-0.007057,BHP,0.0
2014-12-29,0.013676,BHP,1.0
2014-12-26,0.012354,BHP,1.0
2014-12-24,-0.007609,BHP,0.0
2014-12-22,-0.020045,BHP,0.0
2014-12-19,0.036189,BHP,1.0
2014-12-18,0.008639,BHP,1.0
2014-12-17,0.023431,BHP,1.0
2014-12-15,-0.022304,BHP,0.0
2014-12-12,-0.019533,BHP,0.0
2014-12-11,-0.012371,BHP,0.0
2014-12-10,-0.018118,BHP,0.0
2014-12-09,-0.009786,BHP,0.0
2014-12-08,-0.026399,BHP,0.0
2014-12-05,-0.016784,BHP,0.0
2014-12-04,-0.009281,BHP,0.0
2014-12-03,0.01372,BHP,1.0
2014-12-02,-0.006426,BHP,0.0
2014-12-01,-0.005423,BHP,0.0
2014-11-28,-0.067546,BHP,0.0
2014-11-25,-0.01587,BHP,0.0
2014-11-24,-0.021974,BHP,0.0
2014-11-21,0.03971,BHP,1.0
2014-11-20,-0.012534,BHP,0.0
2014-11-19,-0.029371,BHP,0.0
2014-11-18,-0.01117,BHP,0.0
2014-11-14,0.013882,BHP,1.0
2014-11-13,-0.009453,BHP,0.0
2014-11-12,-0.013397,BHP,0.0
2014-11-10,-0.010855,BHP,0.0
2014-11-07,0.031347,BHP,1.0
2014-11-05,-0.010519,BHP,0.0
2014-11-03,-0.01245,BHP,0.0
2014-10-31,0.011056,BHP,1.0
2014-10-29,-0.013584,BHP,0.0
2014-10-28,0.014116,BHP,1.0
2014-10-27,-0.005749,BHP,0.0
2014-10-24,0.006638,BHP,1.0
2014-10-22,-0.01404,BHP,0.0
2014-10-21,0.008597,BHP,1.0
2014-10-14,0.022425,BHP,1.0
2014-10-13,0.024224,BHP,1.0
2014-10-10,-0.02706,BHP,0.0
2014-10-09,-0.018506,BHP,0.0
2014-10-08,0.021888,BHP,1.0
2014-10-07,-0.014665,BHP,0.0
2014-10-06,0.012756,BHP,1.0
2014-10-03,-0.02637,BHP,0.0
2014-10-02,0.005646,BHP,1.0
2014-10-01,-0.007303,BHP,0.0
2014-09-29,-0.013706,BHP,0.0
2014-09-25,-0.035852,BHP,0.0
2014-09-24,0.011876,BHP,1.0
2014-09-22,-0.032065,BHP,0.0
2014-09-19,-0.013556,BHP,0.0
2014-09-17,-0.02337,BHP,0.0
2014-09-16,0.013311,BHP,1.0
2014-09-15,-0.008441,BHP,0.0
2014-09-11,-0.011076,BHP,0.0
2014-09-08,-0.014232,BHP,0.0
2014-09-04,-0.005655,BHP,0.0
2014-09-02,-0.006266,BHP,0.0
2014-08-29,0.005862,BHP,1.0
2014-08-28,-0.020106,BHP,0.0
2014-08-27,0.007233,BHP,1.0
2014-08-22,-0.012047,BHP,0.0
2014-08-21,-0.006617,BHP,0.0
2014-08-20,0.01428,BHP,1.0
2014-08-19,-0.037521,BHP,0.0
2014-08-15,0.018271,BHP,1.0
2014-08-07,-0.016414,BHP,0.0
2014-08-06,0.018994,BHP,1.0
2014-08-05,-0.019458,BHP,0.0
2014-08-04,0.014094,BHP,1.0
2014-07-31,-0.017008,BHP,0.0
2014-07-30,-0.016054,BHP,0.0
2014-07-22,0.016928,BHP,1.0
2014-07-18,0.008395,BHP,1.0
2014-07-17,-0.020288,BHP,0.0
2014-07-16,0.018997,BHP,1.0
2014-07-14,0.010471,BHP,1.0
2014-07-11,0.013045,BHP,1.0
2014-07-10,-0.010356,BHP,0.0
2014-07-08,-0.005796,BHP,0.0
2014-07-03,0.012822,BHP,1.0
2014-07-02,0.014306,BHP,1.0
2014-07-01,0.010957,BHP,1.0
2014-06-30,-0.006387,BHP,0.0
2014-06-26,0.009116,BHP,1.0
2014-06-24,-0.017615,BHP,0.0
2014-06-23,0.019129,BHP,1.0
2014-06-20,-0.007883,BHP,0.0
2014-06-19,0.014364,BHP,1.0
2014-06-18,0.017325,BHP,1.0
2014-06-17,-0.009845,BHP,0.0
2014-06-12,-0.017129,BHP,0.0
2014-06-05,0.008043,BHP,1.0
2014-06-04,-0.005628,BHP,0.0
2014-06-03,-0.00939,BHP,0.0
2014-05-30,-0.028759,BHP,0.0
2014-05-29,0.010701,BHP,1.0
2014-05-28,-0.013411,BHP,0.0
2014-05-22,0.011158,BHP,1.0
2014-05-21,0.008034,BHP,1.0
2014-05-20,-0.022,BHP,0.0
2014-05-19,-0.0113,BHP,0.0
2014-05-16,-0.010205,BHP,0.0
2014-05-15,-0.006114,BHP,0.0
2014-05-14,0.00756,BHP,1.0
2014-05-13,0.009469,BHP,1.0
2014-05-12,0.017983,BHP,1.0
2014-05-09,-0.00997,BHP,0.0
2014-05-06,0.009885,BHP,1.0
2014-05-02,0.006915,BHP,1.0
2014-05-01,-0.016019,BHP,0.0
2014-04-29,0.005717,BHP,1.0
2014-04-28,-0.011025,BHP,0.0
2014-04-16,0.013701,BHP,1.0
2014-04-15,-0.016423,BHP,0.0
2014-04-14,0.011932,BHP,1.0
2014-04-10,-0.025829,BHP,0.0
2014-04-09,0.012588,BHP,1.0
2014-04-08,0.020263,BHP,1.0
2014-04-02,0.009543,BHP,1.0
2014-04-01,0.02051,BHP,1.0
2014-03-28,0.011855,BHP,1.0
2014-03-26,-0.007778,BHP,0.0
2014-03-25,0.02672,BHP,1.0
2014-03-24,0.005714,BHP,1.0
2014-03-21,0.008881,BHP,1.0
2014-03-19,-0.023022,BHP,0.0
2014-03-18,0.006599,BHP,1.0
2014-03-17,0.014321,BHP,1.0
2014-03-12,0.008613,BHP,1.0
2014-03-11,-0.016479,BHP,0.0
2014-03-10,-0.026683,BHP,0.0
2014-03-07,-0.020411,BHP,0.0
2014-03-06,0.008739,BHP,1.0
2014-03-04,0.008529,BHP,1.0
2014-03-03,-0.013062,BHP,0.0
2014-02-28,-0.005916,BHP,0.0
2014-02-26,-0.007332,BHP,0.0
2014-02-25,-0.017792,BHP,0.0
2014-02-20,0.012478,BHP,1.0
2014-02-19,-0.008673,BHP,0.0
2014-02-18,0.02942,BHP,1.0
2014-02-14,0.010501,BHP,1.0
2014-02-12,0.006397,BHP,1.0
2014-02-11,0.028458,BHP,1.0
2014-02-07,0.012024,BHP,1.0
2014-02-06,0.020611,BHP,1.0
2014-02-04,0.015456,BHP,1.0
2014-02-03,-0.018608,BHP,0.0
2014-01-31,-0.005288,BHP,0.0
2014-01-30,0.011804,BHP,1.0
2014-01-29,-0.010589,BHP,0.0
2014-01-28,0.013893,BHP,1.0
2014-01-27,0.005556,BHP,1.0
2014-01-24,-0.025978,BHP,0.0
2014-01-23,-0.02193,BHP,0.0
2014-01-21,-0.011186,BHP,0.0
2014-01-16,0.029869,BHP,1.0
2014-01-14,-0.00536,BHP,0.0
2014-01-13,-0.007599,BHP,0.0
2014-01-10,0.013243,BHP,1.0
2014-01-09,-0.014568,BHP,0.0
2014-01-08,-0.005733,BHP,0.0
2014-01-07,-0.010894,BHP,0.0
2014-01-06,-0.007553,BHP,0.0
2014-01-03,0.007912,BHP,1.0
2014-01-02,-0.017742,BHP,0.0
2015-12-31,-0.009656,WFC,0.0
2015-12-30,-0.007235,WFC,0.0
2015-12-29,0.011156,WFC,1.0
2015-12-23,0.012882,WFC,1.0
2015-12-22,0.005924,WFC,1.0
2015-12-18,-0.030287,WFC,0.0
2015-12-17,-0.006804,WFC,0.0
2015-12-16,0.017119,WFC,1.0
2015-12-15,0.032143,WFC,1.0
2015-12-11,-0.018955,WFC,0.0
2015-12-09,-0.005147,WFC,0.0
2015-12-08,-0.018405,WFC,0.0
2015-12-04,0.027122,WFC,1.0
2015-12-03,-0.015977,WFC,0.0
2015-12-02,-0.011309,WFC,0.0
2015-12-01,0.011071,WFC,1.0
2015-11-30,-0.005236,WFC,0.0
2015-11-24,-0.005755,WFC,0.0
2015-11-18,0.012918,WFC,1.0
2015-11-17,-0.005609,WFC,0.0
2015-11-16,0.012828,WFC,1.0
2015-11-13,-0.010875,WFC,0.0
2015-11-12,-0.01129,WFC,0.0
2015-11-10,0.007932,WFC,1.0
2015-11-09,-0.006804,WFC,0.0
2015-11-06,0.018046,WFC,1.0
2015-11-02,0.013114,WFC,1.0
2015-10-30,-0.017245,WFC,0.0
2015-10-29,-0.006492,WFC,0.0
2015-10-28,0.024575,WFC,1.0
2015-10-26,-0.008402,WFC,0.0
2015-10-23,0.012763,WFC,1.0
2015-10-22,0.017696,WFC,1.0
2015-10-20,0.009893,WFC,1.0
2015-10-19,-0.006051,WFC,0.0
2015-10-15,0.023107,WFC,1.0
2015-10-14,-0.006942,WFC,0.0
2015-10-13,-0.006133,WFC,0.0
2015-10-09,-0.007613,WFC,0.0
2015-10-08,0.006706,WFC,1.0
2015-10-06,-0.007251,WFC,0.0
2015-10-05,0.022435,WFC,1.0
2015-09-30,0.009039,WFC,1.0
2015-09-29,0.010323,WFC,1.0
2015-09-28,-0.021562,WFC,0.0
2015-09-25,0.018398,WFC,1.0
2015-09-22,-0.016683,WFC,0.0
2015-09-21,0.009992,WFC,1.0
2015-09-18,-0.02241,WFC,0.0
2015-09-17,-0.028109,WFC,0.0
2015-09-15,0.013265,WFC,1.0
2015-09-10,0.00709,WFC,1.0
2015-09-09,-0.013981,WFC,0.0
2015-09-08,0.031975,WFC,1.0
2015-09-04,-0.021743,WFC,0.0
2015-09-03,0.008463,WFC,1.0
2015-09-02,0.019612,WFC,1.0
2015-09-01,-0.043878,WFC,0.0
2015-08-28,-0.009069,WFC,0.0
2015-08-27,0.033078,WFC,1.0
2015-08-26,0.045582,WFC,1.0
2015-08-25,-0.024,WFC,0.0
2015-08-24,-0.050398,WFC,0.0
2015-08-21,-0.038311,WFC,0.0
2015-08-20,-0.016474,WFC,0.0
2015-08-19,-0.008342,WFC,0.0
2015-08-14,0.007734,WFC,1.0
2015-08-12,-0.008565,WFC,0.0
2015-08-11,-0.012599,WFC,0.0
2015-08-10,0.008178,WFC,1.0
2015-07-29,0.009756,WFC,1.0
2015-07-24,-0.007387,WFC,0.0
2015-07-23,-0.005297,WFC,0.0
2015-07-22,0.009836,WFC,1.0
2015-07-16,0.00675,WFC,1.0
2015-07-15,0.009258,WFC,1.0
2015-07-14,0.008988,WFC,1.0
2015-07-13,0.011769,WFC,1.0
2015-07-10,0.01045,WFC,1.0
2015-07-08,-0.017778,WFC,0.0
2015-07-06,-0.005287,WFC,0.0
2015-07-01,0.011913,WFC,1.0
2015-06-29,-0.024025,WFC,0.0
2015-06-25,-0.00643,WFC,0.0
2015-06-24,-0.006046,WFC,0.0
2015-06-22,0.015074,WFC,1.0
2015-06-19,-0.011265,WFC,0.0
2015-06-18,0.009271,WFC,1.0
2015-06-10,0.008995,WFC,1.0
2015-06-09,0.010335,WFC,1.0
2015-06-08,-0.008656,WFC,0.0
2015-06-05,0.008372,WFC,1.0
2015-06-04,-0.01353,WFC,0.0
2015-06-03,0.012994,WFC,1.0
2015-05-27,0.007366,WFC,1.0
2015-05-26,-0.006071,WFC,0.0
2015-05-20,-0.005674,WFC,0.0
2015-05-19,0.011659,WFC,1.0
2015-05-15,-0.009279,WFC,0.0
2015-05-14,0.007914,WFC,1.0
2015-05-11,-0.009634,WFC,0.0
2015-05-08,0.022623,WFC,1.0
2015-05-06,-0.007679,WFC,0.0
2015-05-04,0.009784,WFC,1.0
2015-04-30,-0.006491,WFC,0.0
2015-04-28,0.008004,WFC,1.0
2015-04-22,0.007185,WFC,1.0
2015-04-20,0.005735,WFC,1.0
2015-04-17,-0.013866,WFC,0.0
2015-04-15,0.011441,WFC,1.0
2015-04-14,-0.007327,WFC,0.0
2015-04-06,-0.005334,WFC,0.0
2015-04-02,0.007972,WFC,1.0
2015-04-01,-0.008456,WFC,0.0
2015-03-31,-0.006755,WFC,0.0
2015-03-30,0.01201,WFC,1.0
2015-03-27,-0.006973,WFC,0.0
2015-03-25,-0.014634,WFC,0.0
2015-03-24,-0.007709,WFC,0.0
2015-03-20,0.009007,WFC,1.0
2015-03-19,-0.01175,WFC,0.0
2015-03-16,0.007047,WFC,1.0
2015-03-12,0.035196,WFC,1.0
2015-03-11,0.007694,WFC,1.0
2015-03-10,-0.025242,WFC,0.0
2015-03-04,-0.011362,WFC,0.0
2015-03-02,0.013871,WFC,1.0
2015-02-27,-0.006528,WFC,0.0
2015-02-18,-0.015351,WFC,0.0
2015-02-13,0.008567,WFC,1.0
2015-02-12,0.017811,WFC,1.0
2015-02-11,-0.012278,WFC,0.0
2015-02-10,0.006641,WFC,1.0
2015-02-06,0.014533,WFC,1.0
2015-02-05,0.012069,WFC,1.0
2015-02-03,0.012119,WFC,1.0
2015-02-02,0.017142,WFC,1.0
2015-01-30,-0.015921,WFC,0.0
2015-01-29,0.011503,WFC,1.0
2015-01-28,-0.015292,WFC,0.0
2015-01-27,-0.011385,WFC,0.0
2015-01-26,0.006008,WFC,1.0
2015-01-23,-0.009485,WFC,0.0
2015-01-22,0.032054,WFC,1.0
2015-01-20,0.006971,WFC,1.0
2015-01-16,0.018139,WFC,1.0
2015-01-15,-0.010341,WFC,0.0
2015-01-14,-0.011572,WFC,0.0
2015-01-12,-0.011959,WFC,0.0
2015-01-09,-0.01643,WFC,0.0
2015-01-08,0.022137,WFC,1.0
2015-01-07,0.005951,WFC,1.0
2015-01-06,-0.020865,WFC,0.0
2015-01-05,-0.027422,WFC,0.0
2014-12-31,-0.010826,WFC,0.0
2014-12-30,-0.005206,WFC,0.0
2014-12-29,0.007779,WFC,1.0
2014-12-23,0.009096,WFC,1.0
2014-12-22,0.00955,WFC,1.0
2014-12-19,-0.013766,WFC,0.0
2014-12-18,0.026399,WFC,1.0
2014-12-17,0.019329,WFC,1.0
2014-12-16,-0.007896,WFC,0.0
2014-12-15,-0.009497,WFC,0.0
2014-12-12,-0.013412,WFC,0.0
2014-12-10,-0.010396,WFC,0.0
2014-12-05,0.009725,WFC,1.0
2014-12-02,0.007432,WFC,1.0
2014-12-01,-0.012115,WFC,0.0
2014-11-26,0.007424,WFC,1.0
2014-11-21,0.00617,WFC,1.0
2014-11-06,0.009901,WFC,1.0
2014-11-05,0.011527,WFC,1.0
2014-10-31,0.012009,WFC,1.0
2014-10-30,0.005559,WFC,1.0
2014-10-29,0.007532,WFC,1.0
2014-10-28,0.00916,WFC,1.0
2014-10-24,0.011858,WFC,1.0
2014-10-23,0.008571,WFC,1.0
2014-10-22,-0.00555,WFC,0.0
2014-10-21,0.025824,WFC,1.0
2014-10-20,0.010064,WFC,1.0
2014-10-17,0.011635,WFC,1.0
2014-10-16,0.005852,WFC,1.0
2014-10-15,-0.02007,WFC,0.0
2014-10-14,-0.027291,WFC,0.0
2014-10-13,-0.008689,WFC,0.0
2014-10-10,-0.00939,WFC,0.0
2014-10-09,-0.019751,WFC,0.0
2014-10-08,0.020947,WFC,1.0
2014-10-07,-0.018259,WFC,0.0
2014-10-03,0.013619,WFC,1.0
2014-10-01,-0.01176,WFC,0.0
2014-09-26,0.008948,WFC,1.0
2014-09-25,-0.013811,WFC,0.0
2014-09-23,-0.015123,WFC,0.0
2014-09-22,-0.008621,WFC,0.0
2014-09-18,0.013902,WFC,1.0
2014-09-16,0.007124,WFC,1.0
2014-09-10,0.008811,WFC,1.0
2014-09-09,-0.007772,WFC,0.0
2014-08-29,0.005669,WFC,1.0
2014-08-21,0.008653,WFC,1.0
2014-08-18,0.00956,WFC,1.0
2014-08-14,0.007802,WFC,1.0
2014-08-08,0.006036,WFC,1.0
2014-08-07,-0.007191,WFC,0.0
2014-08-05,-0.011571,WFC,0.0
2014-08-04,0.012711,WFC,1.0
2014-08-01,-0.010806,WFC,0.0
2014-07-31,-0.023033,WFC,0.0
2014-07-30,0.010865,WFC,1.0
2014-07-22,0.005877,WFC,1.0
2014-07-18,0.011839,WFC,1.0
2014-07-17,-0.009576,WFC,0.0
2014-07-11,-0.006176,WFC,0.0
2014-07-10,-0.007281,WFC,0.0
2014-07-07,-0.009434,WFC,0.0
2014-07-03,0.006457,WFC,1.0
2014-06-30,-0.006427,WFC,0.0
2014-06-27,0.010121,WFC,1.0
2014-06-24,-0.009249,WFC,0.0
2014-06-20,0.016724,WFC,1.0
2014-06-18,0.007356,WFC,1.0
2014-06-17,0.011157,WFC,1.0
2014-06-16,-0.015607,WFC,0.0
2014-06-12,-0.010145,WFC,0.0
2014-06-11,-0.006655,WFC,0.0
2014-06-09,0.010196,WFC,1.0
2014-06-06,0.006779,WFC,1.0
2014-06-05,0.01156,WFC,1.0
2014-06-02,0.006105,WFC,1.0
2014-05-30,0.010145,WFC,1.0
2014-05-27,0.007775,WFC,1.0
2014-05-22,0.006442,WFC,1.0
2014-05-21,0.014502,WFC,1.0
2014-05-20,-0.010709,WFC,0.0
2014-05-19,0.008354,WFC,1.0
2014-05-15,-0.005275,WFC,0.0
2014-05-14,-0.01044,WFC,0.0
2014-05-12,0.013855,WFC,1.0
2014-05-09,-0.005068,WFC,0.0
2014-05-07,0.013336,WFC,1.0
2014-05-06,-0.009483,WFC,0.0
2014-04-29,0.01083,WFC,1.0
2014-04-25,-0.005474,WFC,0.0
2014-04-24,-0.005445,WFC,0.0
2014-04-23,0.007312,WFC,1.0
2014-04-16,0.006355,WFC,1.0
2014-04-15,0.013927,WFC,1.0
2014-04-11,0.007755,WFC,1.0
2014-04-10,-0.02831,WFC,0.0
2014-04-09,0.005529,WFC,1.0
2014-04-07,-0.01816,WFC,0.0
2014-04-04,-0.005419,WFC,0.0
2014-03-31,0.00913,WFC,1.0
2014-03-27,0.012371,WFC,1.0
2014-03-26,-0.009395,WFC,0.0
2014-03-20,0.025517,WFC,1.0
2014-03-19,-0.01219,WFC,0.0
2014-03-18,0.00561,WFC,1.0
2014-03-17,0.015401,WFC,1.0
2014-03-14,-0.009197,WFC,0.0
2014-03-13,-0.005819,WFC,0.0
2014-03-12,0.006484,WFC,1.0
2014-03-11,-0.007061,WFC,0.0
2014-03-07,0.012885,WFC,1.0
2014-03-05,0.007488,WFC,1.0
2014-03-04,0.012784,WFC,1.0
2014-03-03,-0.005816,WFC,0.0
2014-02-28,0.008035,WFC,1.0
2014-02-24,0.010526,WFC,1.0
2014-02-19,-0.013007,WFC,0.0
2014-02-11,0.009886,WFC,1.0
2014-02-07,0.013176,WFC,1.0
2014-02-06,0.012435,WFC,1.0
2014-02-05,-0.005397,WFC,0.0
2014-02-04,0.007653,WFC,1.0
2014-02-03,-0.020071,WFC,0.0
2014-01-31,-0.015418,WFC,0.0
2014-01-30,0.01009,WFC,1.0
2014-01-29,-0.00805,WFC,0.0
2014-01-28,0.009444,WFC,1.0
2014-01-24,-0.01877,WFC,0.0
2014-01-23,-0.006856,WFC,0.0
2014-01-15,0.017767,WFC,1.0
2014-01-13,-0.008272,WFC,0.0
2014-01-08,0.011454,WFC,1.0
2014-01-03,0.007108,WFC,1.0
2014-01-02,-0.00837,WFC,0.0
2015-12-31,-0.013644,GD,0.0
2015-12-30,-0.007696,GD,0.0
2015-12-22,0.013397,GD,1.0
2015-12-21,0.010094,GD,1.0
2015-12-18,-0.010495,GD,0.0
2015-12-17,-0.010599,GD,0.0
2015-12-16,0.011591,GD,1.0
2015-12-15,-0.008262,GD,0.0
2015-12-14,0.009794,GD,1.0
2015-12-11,-0.015429,GD,0.0
2015-12-09,-0.012887,GD,0.0
2015-12-08,-0.007617,GD,0.0
